Rx_Number,Path_Power,Interaction_Description,Total_Interactions_for_Path,Interaction_Coordinates
22,-37.2933,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -5.65853 0.77559 6.05081, -2.06388 1.31513 7.40635, -0.83220 1.50000 6.94189"
22,-38.0682,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.91324, -5.65853 0.74437 5.68233, -0.83220 1.50000 6.94189"
22,-38.8527,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.93876, -5.65853 0.74437 6.05035, -2.06356 1.30721 7.40635, -0.83220 1.50000 6.94189"
22,-39.3213,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70610 0.28101 5.04049, -0.83220 1.50000 6.94189"
22,-39.9968,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -1.42649 3.02001 6.19409, -0.83220 1.50000 6.94189"
22,-41.6453,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.04098, -0.83220 1.50000 6.94189"
22,-43.8987,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29849 0.42974 5.82538, -5.65853 0.86902 6.28364, -0.83220 1.50000 6.94189"
22,-43.9431,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.39706 0.73182 5.48670, -5.65853 0.77130 5.56148, -0.83220 1.50000 6.94189"
22,-46.7888,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.28096 0.37212 5.57346, -5.65853 0.45396 5.67274, -0.83220 1.50000 6.94189"
22,-46.9192,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.93748 0.28298 4.97102, -5.28096 0.37212 5.57364, -5.65853 0.45396 5.67291, -0.83220 1.50000 6.94189"
22,-46.9887,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30194 0.41780 5.75393, -2.29611 0.42660 5.82206, -5.65853 0.86736 6.66331, -2.68863 1.25666 7.40635, -0.83220 1.50000 6.94189"
22,-47.045,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30868 0.28993 4.90131, -2.71154 0.28298 5.00071, -5.65853 0.74437 5.73664, -0.83220 1.50000 6.94189"
22,-47.0547,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29756 0.51466 4.99912, -1.38553 3.02001 6.20828, -0.83220 1.50000 6.94189"
22,-47.5233,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -5.28096 0.37212 5.89298, -5.65853 0.45396 6.03649, -2.05426 1.23513 7.40635, -0.83220 1.50000 6.94189"
22,-47.5817,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30871 0.28993 4.92128, -2.71154 0.28298 5.06496, -5.65853 0.74437 6.12871, -2.11895 1.29854 7.40635, -0.83220 1.50000 6.94189"
22,-47.6621,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.93748 0.28298 5.02227, -5.28096 0.37212 5.89325, -5.65853 0.45396 6.03673, -2.05442 1.23510 7.40635, -0.83220 1.50000 6.94189"
22,-48.3184,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.39468 0.75948 5.48431, -0.83220 1.50000 6.94189"
22,-49.1955,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30331 0.40690 4.92647, -5.65853 0.85518 5.75299, -0.83220 1.50000 6.94189"
22,-49.6689,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -1.42649 3.02001 6.79001, -1.08759 2.15321 7.40635, -0.83220 1.50000 6.94189"
22,-49.7648,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30404 0.40547 4.95067, -5.65853 0.85428 6.14805, -2.13340 1.32591 7.40635, -0.83220 1.50000 6.94189"
22,-50.0446,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30370 0.42547 5.83303, -5.65853 0.86610 6.66866, -2.69690 1.25509 7.40635, -0.83220 1.50000 6.94189"
22,-50.1914,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -5.39706 0.71540 5.48670, -5.65853 0.75572 5.60922, -1.82338 1.34715 7.40635, -0.83220 1.50000 6.94189"
22,-50.1923,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30838 0.30599 4.90137, -5.65853 0.79521 5.73743, -0.83220 1.50000 6.94189"
22,-50.5513,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.30883 0.28928 4.99121, -2.70610 0.28101 5.28561, -0.83220 1.50000 6.94189"
22,-50.7429,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30841 0.30598 4.92138, -5.65853 0.79521 6.12985, -2.11979 1.31197 7.40635, -0.83220 1.50000 6.94189"
22,-51.2363,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.29571 0.37629 4.92439, -2.87891 0.28298 5.06807, -5.65853 0.72774 5.75286, -0.83220 1.50000 6.94189"
22,-51.3933,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29179 0.42872 5.81599, -5.65853 0.86894 6.27865, -0.83220 1.50000 6.94189"
22,-51.8994,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.29758 0.37970 4.94750, -2.90034 0.28298 5.16272, -5.65853 0.72556 6.14755, -2.13302 1.29127 7.40635, -0.83220 1.50000 6.94189"
22,-52.493,Tx-R-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30932 0.25831 4.92223, -3.14090 0.09976 5.22214, -5.65853 0.57978 6.13015, -2.12002 1.25446 7.40635, -0.83220 1.50000 6.94189"
22,-53.4656,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30906 0.27217 4.92733, -3.53096 0.13187 5.40289, -5.65853 0.55045 6.15796, -2.14093 1.24252 7.40635, -0.83220 1.50000 6.94189"
22,-53.5567,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.29379 0.39873 4.77877, -5.65853 0.85111 6.04892, -2.06260 1.33458 7.40635, -0.83220 1.50000 6.94189"
22,-53.8938,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30370 0.42776 5.83303, -5.65853 0.86745 6.28774, -0.83220 1.50000 6.94189"
22,-54.0167,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.96519 0.28298 4.99051, -5.27454 0.36570 5.64444, -0.83220 1.50000 6.94189"
22,-54.0803,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.30882 0.28960 4.99116, -2.70683 0.28199 5.28602, -0.83220 1.50000 6.94189"
22,-54.0986,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.27454 0.36570 5.64426, -0.83220 1.50000 6.94189"
22,-54.3072,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.39468 0.73915 5.48431, -1.72015 1.35192 7.40635, -0.83220 1.50000 6.94189"
22,-54.3783,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.96519 0.28298 5.05044, -5.27454 0.36570 5.99558, -1.93249 1.21905 7.40635, -0.83220 1.50000 6.94189"
22,-54.4689,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.27454 0.36570 5.99533, -1.93234 1.21909 7.40635, -0.83220 1.50000 6.94189"
22,-54.5212,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.29249 0.39853 4.78205, -3.00290 0.28298 5.04990, -5.65853 0.71494 6.05115, -2.06411 1.29962 7.40635, -0.83220 1.50000 6.94189"
22,-54.9317,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.29768 0.51721 5.04796, -1.38592 3.02001 6.80421, -1.07332 2.16191 7.40635, -0.83220 1.50000 6.94189"
22,-54.9711,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.27849 0.51057 4.80724, -1.05147 1.34999 7.40635, -0.83220 1.50000 6.94189"
22,-55.1162,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30892 0.27772 4.90120, -2.70882 0.24398 4.99953, -3.43497 0.09976 5.18091, -5.65853 0.54140 5.73633, -0.83220 1.50000 6.94189"
22,-55.7916,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30854 0.29762 4.90113, -5.28096 0.37212 5.63237, -5.65853 0.45396 5.72738, -0.83220 1.50000 6.94189"
22,-55.9982,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.29178 0.42630 5.81599, -5.65853 0.86751 6.66037, -2.68413 1.25730 7.40635, -0.83220 1.50000 6.94189"
22,-56.2775,Tx-R-D-R-R-R-Rx,7,"-2.48996 0.30000 4.85594, -2.31016 0.23564 4.99670, -2.78615 0.13589 5.34367, -2.80875 0.13187 5.35108, -5.65853 0.63979 6.28654, -2.24715 1.24781 7.40635, -0.83220 1.50000 6.94189"
22,-56.279,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30857 0.29762 4.92104, -5.28096 0.37212 5.97799, -5.65853 0.45396 6.11532, -2.10914 1.22324 7.40635, -0.83220 1.50000 6.94189"
22,-56.4109,Tx-R-R-D-R-R-Rx,7,"-2.48996 0.30000 4.85594, -2.30919 0.26555 4.92561, -3.40685 0.09976 5.34217, -3.56688 0.12393 5.40289, -5.65853 0.53998 6.14907, -2.13417 1.24102 7.40635, -0.83220 1.50000 6.94189"
22,-56.5582,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30910 0.26989 4.92653, -3.39336 0.13187 5.34367, -5.65853 0.56888 6.15089, -2.13555 1.24855 7.40635, -0.83220 1.50000 6.94189"
22,-57.0915,Tx-R-R-D-Rx,5,"-2.48996 0.30000 4.85594, -2.30115 0.39802 4.92696, -5.65853 0.37221 5.74064, -5.64651 0.37212 5.74355, -0.83220 1.50000 6.94189"
23,-36.9357,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -5.65853 0.74766 5.62277, -0.33347 1.50000 6.91149"
23,-37.7578,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -5.65853 0.74766 5.99199, -1.71370 1.30500 7.40635, -0.33347 1.50000 6.91149"
23,-38.4828,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.90916, -5.65853 0.71655 5.62251, -0.33347 1.50000 6.91149"
23,-39.2299,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.93479, -5.65853 0.71655 5.99160, -1.71342 1.29698 7.40635, -0.33347 1.50000 6.91149"
23,-40.3453,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -1.10656 3.02001 6.17460, -0.33347 1.50000 6.91149"
23,-43.3558,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.39706 0.70843 5.48670, -5.65853 0.74547 5.55338, -0.33347 1.50000 6.91149"
23,-46.2136,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29742 0.51312 4.98876, -1.07479 3.02001 6.18573, -0.33347 1.50000 6.91149"
23,-46.5742,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.28096 0.37212 5.52287, -5.65853 0.44680 5.61481, -0.33347 1.50000 6.91149"
23,-46.709,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.93748 0.28298 4.96291, -5.28096 0.37212 5.52305, -5.65853 0.44680 5.61498, -0.33347 1.50000 6.91149"
23,-47.2546,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -5.28096 0.37212 5.84399, -5.65853 0.44680 5.98020, -1.70522 1.22869 7.40635, -0.33347 1.50000 6.91149"
23,-47.3711,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.93748 0.28298 5.01441, -5.28096 0.37212 5.84425, -5.65853 0.44680 5.98044, -1.70540 1.22866 7.40635, -0.33347 1.50000 6.91149"
23,-47.4513,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30186 0.41208 5.75461, -2.29548 0.42027 5.82118, -5.65853 0.83822 6.62633, -2.40045 1.24312 7.40635, -0.33347 1.50000 6.91149"
23,-47.5008,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30868 0.28993 4.89822, -2.71154 0.28298 4.99078, -5.65853 0.71655 5.67505, -0.33347 1.50000 6.91149"
23,-47.569,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.39468 0.73330 5.48431, -0.33347 1.50000 6.91149"
23,-48.0031,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30871 0.28993 4.91833, -2.71154 0.28298 5.05546, -5.65853 0.71655 6.06928, -1.77193 1.28837 7.40635, -0.33347 1.50000 6.91149"
23,-49.3805,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29178 0.42233 5.81599, -5.65853 0.83976 6.24033, -0.33347 1.50000 6.91149"
23,-49.5635,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30320 0.40711 4.92287, -5.65853 0.82956 5.69156, -0.33347 1.50000 6.91149"
23,-50.1508,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30394 0.40568 4.94721, -5.65853 0.82862 6.08890, -1.78750 1.31668 7.40635, -0.33347 1.50000 6.91149"
23,-50.2444,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30371 0.41918 5.83302, -5.65853 0.83692 6.63239, -2.41032 1.24139 7.40635, -0.33347 1.50000 6.91149"
23,-50.4263,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -1.10656 3.02001 6.80951, -0.68391 2.18901 7.40635, -0.33347 1.50000 6.91149"
23,-50.6756,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30837 0.30599 4.89827, -5.65853 0.76709 5.67573, -0.33347 1.50000 6.91149"
23,-51.2023,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30840 0.30599 4.91841, -5.65853 0.76708 6.07029, -1.77272 1.30191 7.40635, -0.33347 1.50000 6.91149"
23,-51.4114,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.29545 0.37582 4.92118, -2.91128 0.28298 5.06226, -5.65853 0.69717 5.69161, -0.33347 1.50000 6.91149"
23,-52.0546,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.29733 0.37925 4.94445, -2.93408 0.28298 5.16120, -5.65853 0.69489 6.08859, -1.78725 1.28020 7.40635, -0.33347 1.50000 6.91149"
23,-52.2968,Tx-R-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30925 0.26028 4.89876, -3.20140 0.09976 5.10577, -5.65853 0.54187 5.67591, -0.33347 1.50000 6.91149"
23,-52.5369,Tx-R-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30928 0.26027 4.91914, -3.20139 0.09976 5.22583, -5.65853 0.54187 6.07055, -1.77293 1.24100 7.40635, -0.33347 1.50000 6.91149"
23,-53.5683,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30904 0.27319 4.92386, -3.60315 0.13187 5.40289, -5.65853 0.51288 6.09865, -1.79537 1.22901 7.40635, -0.33347 1.50000 6.91149"
23,-54.0103,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.96519 0.28298 4.98037, -5.27454 0.36570 5.58501, -0.33347 1.50000 6.91149"
23,-54.0133,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.29509 0.39893 4.77549, -5.65853 0.82517 5.98550, -1.70902 1.32568 7.40635, -0.33347 1.50000 6.91149"
23,-54.086,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.39468 0.71562 5.48431, -1.36975 1.33940 7.40635, -0.33347 1.50000 6.91149"
23,-54.1718,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.27454 0.36570 5.58484, -0.33347 1.50000 6.91149"
23,-54.2783,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.96519 0.28298 5.04028, -5.27454 0.36570 5.93605, -1.57771 1.21437 7.40635, -0.33347 1.50000 6.91149"
23,-54.4464,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.27454 0.36570 5.93579, -1.57755 1.21440 7.40635, -0.33347 1.50000 6.91149"
23,-54.7754,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30371 0.42125 5.83303, -5.65853 0.83819 6.24986, -0.33347 1.50000 6.91149"
23,-54.8287,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.29384 0.39874 4.77863, -3.04862 0.28298 5.04985, -5.65853 0.68327 5.98770, -1.71060 1.28878 7.40635, -0.33347 1.50000 6.91149"
23,-54.8604,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30891 0.27772 4.89815, -2.70882 0.24398 4.98977, -3.48154 0.09976 5.16923, -5.65853 0.50609 5.67481, -0.33347 1.50000 6.91149"
23,-55.4966,Tx-R-R-D-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30927 0.25924 4.89881, -3.16857 0.09976 5.09840, -3.94565 0.24398 5.27888, -5.65853 0.54967 5.67623, -0.33347 1.50000 6.91149"
23,-55.5591,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30853 0.29762 4.89809, -5.28096 0.37212 5.57943, -5.65853 0.44680 5.66762, -0.33347 1.50000 6.91149"
23,-55.9952,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30856 0.29762 4.91813, -5.28096 0.37212 5.92761, -5.65853 0.44680 6.05828, -1.76334 1.21720 7.40635, -0.33347 1.50000 6.91149"
23,-56.0081,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.29178 0.42012 5.81599, -5.65853 0.83841 6.62370, -2.39619 1.24373 7.40635, -0.33347 1.50000 6.91149"
23,-56.2721,Tx-R-R-D-R-R-Rx,7,"-2.48996 0.30000 4.85594, -2.30916 0.26691 4.92221, -3.47274 0.09976 5.34217, -3.64100 0.12393 5.40289, -5.65853 0.50203 6.08936, -1.78787 1.22743 7.40635, -0.33347 1.50000 6.91149"
23,-56.48,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.29769 0.51714 5.04179, -1.07563 3.02001 6.82080, -0.67341 2.19621 7.40635, -0.33347 1.50000 6.91149"
23,-56.6487,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.29919 0.39242 4.75856, -2.78214 0.28298 4.88896, -5.34578 0.86394 5.58111, -0.33347 1.50000 6.91149"
23,-56.6607,Tx-R-R-D-Rx,5,"-2.48996 0.30000 4.85594, -2.30099 0.39802 4.92334, -5.65853 0.37221 5.68182, -5.64651 0.37212 5.68454, -0.33347 1.50000 6.91149"
23,-56.8859,Tx-R-D-R-R-R-Rx,7,"-2.48996 0.30000 4.85594, -2.31002 0.23771 4.99660, -2.78615 0.14306 5.34367, -2.85271 0.13187 5.36443, -5.65853 0.60399 6.23983, -1.91959 1.23311 7.40635, -0.33347 1.50000 6.91149"
23,-56.9313,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30908 0.27103 4.92310, -3.45841 0.13187 5.34367, -5.65853 0.53187 6.09141, -1.78952 1.23528 7.40635, -0.33347 1.50000 6.91149"
23,-56.9538,Tx-R-D-R-R-R-Rx,7,"-2.48996 0.30000 4.85594, -2.30946 0.25618 4.99133, -2.78615 0.15981 5.34367, -2.95024 0.13187 5.39486, -5.65853 0.59311 6.23983, -1.91959 1.22987 7.40635, -0.33347 1.50000 6.91149"
23,-57.2387,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.31009 0.23671 4.99664, -2.78615 0.13959 5.34367, -2.83216 0.13187 5.35247, -5.65853 0.60624 5.89303, -0.33347 1.50000 6.91149"
23,-57.2829,Tx-R-R-D-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30207 0.39802 4.94760, -5.65853 0.37221 6.07419, -5.64651 0.37212 6.07822, -1.77572 1.19383 7.40635, -0.33347 1.50000 6.91149"
23,-57.7462,Tx-R-R-D-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30913 0.26618 4.89851, -3.43628 0.09976 5.15863, -5.28096 0.37212 5.58434, -5.65853 0.44680 5.67221, -0.33347 1.50000 6.91149"
24,-38.0721,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -5.65853 0.73205 6.06855, -2.16284 1.20870 7.40635, -0.02651 1.50000 6.58878"
24,-38.7397,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.89928, -5.65853 0.70104 5.47964, -0.02651 1.50000 6.58878"
24,-39.4783,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.94016, -5.65853 0.70104 6.06817, -2.16247 1.19699 7.40635, -0.02651 1.50000 6.58878"
24,-40.1446,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -5.34387 0.90339 5.46732, -0.02651 1.50000 6.58878"
24,-40.2271,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -5.39468 0.72134 5.46436, -0.02651 1.50000 6.58878"
24,-40.4421,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -0.90963 3.02001 5.96757, -0.02651 1.50000 6.58878"
24,-42.4153,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.90247, -5.34591 0.86134 5.46713, -0.02651 1.50000 6.58878"
24,-45.1702,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.48751 0.70039 5.44594, -5.65853 0.72395 5.47962, -0.02651 1.50000 6.58878"
24,-45.6576,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29710 0.50936 4.96355, -0.88278 3.02001 5.97589, -0.02651 1.50000 6.58878"
24,-46.2674,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.34309 0.91963 5.46787, -0.02651 1.50000 6.58878"
24,-46.4409,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.39468 0.70277 5.46382, -0.02651 1.50000 6.58878"
24,-46.5227,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.28096 0.37212 5.39914, -5.65853 0.44299 5.47388, -0.02651 1.50000 6.58878"
24,-46.6263,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.93748 0.28298 4.94307, -5.28096 0.37212 5.39928, -5.65853 0.44299 5.47402, -0.02651 1.50000 6.58878"
24,-46.8637,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.34616 0.92337 5.46818, -0.02651 1.50000 6.58878"
24,-47.163,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -5.28096 0.37212 5.91171, -5.65853 0.44299 6.05699, -2.15144 1.10120 7.40635, -0.02651 1.50000 6.58878"
24,-47.2435,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.93748 0.28298 5.02528, -5.28096 0.37212 5.91200, -5.65853 0.44299 6.05725, -2.15170 1.10115 7.40635, -0.02651 1.50000 6.58878"
24,-47.6554,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30180 0.40814 5.75507, -2.29703 0.41622 5.82337, -5.65853 0.82130 6.72062, -3.08949 1.13089 7.40635, -0.02651 1.50000 6.58878"
24,-47.7905,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.39468 0.72192 5.48431, -0.02651 1.50000 6.58878"
24,-47.8039,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30867 0.28993 4.89050, -2.71154 0.28298 4.96597, -5.65853 0.70104 5.52342, -0.02651 1.50000 6.58878"
24,-47.9069,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30895 0.27651 4.91081, -3.86708 0.13467 5.37608, -3.85922 0.13187 5.37856, -0.02651 1.50000 6.58878"
24,-48.1824,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30872 0.28993 4.92264, -2.71154 0.28298 5.06932, -5.65853 0.70104 6.15296, -2.24991 1.18459 7.40635, -0.02651 1.50000 6.58878"
24,-49.6153,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -0.90963 3.02001 7.01654, -0.62451 2.52926 7.40635, -0.02651 1.50000 6.58878"
24,-50.0619,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30292 0.40765 4.91364, -5.65853 0.81549 5.53906, -0.02651 1.50000 6.58878"
24,-50.4154,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30410 0.40537 4.95252, -5.65853 0.81397 6.17366, -2.27236 1.22644 7.40635, -0.02651 1.50000 6.58878"
24,-50.5568,Tx-R-R-D-Rx,5,"-2.48996 0.30000 4.85594, -5.65853 0.45659 6.65485, -4.33483 0.52200 7.40635, -1.86260 0.64417 6.00279, -0.02651 1.50000 6.58878"
24,-50.7493,Tx-R-R-R-D-Rx,6,"-2.48996 0.30000 4.85594, -2.80347 0.28298 5.03391, -5.65853 0.43801 6.65458, -4.33417 0.50992 7.40635, -1.86157 0.64418 6.00278, -0.02651 1.50000 6.58878"
24,-50.8938,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29178 0.41907 5.81599, -5.65853 0.82348 6.10512, -0.02651 1.50000 6.58878"
24,-51.1307,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30371 0.41480 5.83302, -5.65853 0.81991 6.72555, -3.09957 1.12891 7.40635, -0.02651 1.50000 6.58878"
24,-51.3924,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30841 0.30598 4.92273, -5.65853 0.75132 6.15399, -2.25102 1.20429 7.40635, -0.02651 1.50000 6.58878"
24,-51.7351,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.29475 0.37455 4.91251, -2.92424 0.28298 5.02981, -5.65853 0.68073 5.53931, -0.02651 1.50000 6.58878"
24,-51.7402,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.34616 0.96197 5.46963, -0.02651 1.50000 6.58878"
24,-52.2155,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.29776 0.38002 4.94969, -2.96186 0.28298 5.19149, -5.65853 0.67702 6.17333, -2.27200 1.17188 7.40635, -0.02651 1.50000 6.58878"
24,-52.3309,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30867 0.28984 4.89291, -2.70882 0.28271 4.97316, -5.34589 0.86156 5.51452, -0.02651 1.50000 6.58878"
24,-52.3356,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.30896 0.27651 4.91082, -3.86708 0.13467 5.37625, -0.02651 1.50000 6.58878"
24,-52.3605,Tx-R-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30921 0.26138 4.89092, -3.23863 0.09976 5.06662, -5.65853 0.52058 5.52409, -0.02651 1.50000 6.58878"
24,-52.4451,Tx-R-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30926 0.26138 4.92345, -3.23863 0.09976 5.26498, -5.65853 0.52058 6.15425, -2.25130 1.11311 7.40635, -0.02651 1.50000 6.58878"
24,-52.8407,Tx-R-R-R-D-Rx,6,"-2.48996 0.30000 4.85594, -3.13668 0.09976 5.09609, -3.60163 0.24372 5.26875, -3.86708 0.16153 5.36732, -3.77127 0.13187 5.40289, -0.02651 1.50000 6.58878"
24,-52.8489,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -5.49355 0.68368 5.34224, -5.65853 0.70691 5.42425, -1.67120 1.26840 7.40635, -0.02651 1.50000 6.58878"
