Rx_Number,Path_Power,Interaction_Description,Total_Interactions_for_Path,Interaction_Coordinates
10,-46.9368,Tx-R-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.31037 0.18413 5.31026, -2.41984 0.09976 5.59551, -3.11483 0.63538 7.40635, -4.23670 1.50000 4.48324"
10,-46.9502,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -4.62887 0.85915 7.40635, -5.65853 1.12831 6.17861, -4.23670 1.50000 4.48324"
10,-46.9689,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30968 0.16928 5.31950, -2.40084 0.09976 5.55649, -3.11236 0.64245 7.40635, -4.23670 1.50000 4.48324"
10,-47.1756,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.35641 1.76629 4.58138, -4.23670 1.50000 4.48324"
10,-47.3286,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.34449 0.09976 4.82220, -2.30583 0.15298 4.81324, -4.23670 1.50000 4.48324"
10,-47.596,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29256 0.46575 4.77761, -4.23670 1.50000 4.48324"
10,-47.6739,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -3.73519 0.74071 7.40635, -5.35787 1.31499 4.08288, -5.35381 1.31566 4.08142, -4.23670 1.50000 4.48324"
10,-47.8168,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30688 0.39735 5.31568, -3.11159 0.85714 7.40635, -4.23670 1.50000 4.48324"
10,-47.8766,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.34762 0.96343 4.59473, -5.35787 0.96829 4.59372, -4.23670 1.50000 4.48324"
10,-48.0167,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.78615 0.14789 5.34367, -2.80295 0.13187 5.40139, -3.38626 0.68849 7.40635, -4.23670 1.50000 4.48324"
10,-48.1891,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28395 0.43130 4.82938, -4.23670 1.50000 4.48324"
10,-48.2456,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30081 0.11659 4.81896, -4.23670 1.50000 4.48324"
10,-48.2482,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30847 0.62229 5.90093, -2.96395 0.92066 7.40635, -4.23670 1.50000 4.48324"
10,-48.3518,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.28842 0.33629 3.90752, -2.27752 0.35135 3.81718, -3.35730 0.98442 7.40635, -4.23670 1.50000 4.48324"
10,-48.455,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.34616 0.96197 4.59358, -4.23670 1.50000 4.48324"
10,-48.522,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.34616 1.15785 4.07995, -4.23670 1.50000 4.48324"
10,-48.6675,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30971 0.16445 5.32044, -2.39480 0.09976 5.54163, -3.11217 0.64511 7.40635, -4.23670 1.50000 4.48324"
10,-48.8225,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.28872 0.45889 3.81465, -3.36267 1.03287 7.40635, -4.23670 1.50000 4.48324"
10,-48.8467,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.70683 0.24470 5.36675, -2.85034 0.09976 5.83227, -3.33559 0.58986 7.40635, -4.23670 1.50000 4.48324"
10,-49.1905,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30965 0.52894 5.92707, -2.95718 0.85524 7.40635, -4.23670 1.50000 4.48324"
10,-49.363,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28337 0.41295 4.80500, -4.23670 1.50000 4.48324"
10,-49.5551,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.34616 1.08750 5.55096, -4.23670 1.50000 4.48324"
10,-49.9556,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30829 0.30600 4.84146, -5.35787 1.17903 4.57953, -4.23670 1.50000 4.48324"
11,-17.6186,Tx-Rx,2,"-2.48996 0.30000 4.85594, -4.51267 1.50000 4.84949"
11,-28.6736,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70882 0.28271 4.85535, -4.51267 1.50000 4.84949"
11,-31.4135,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -3.50003 0.89924 7.40635, -4.51267 1.50000 4.84949"
11,-33.8455,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30831 0.30600 4.85596, -4.51267 1.50000 4.84949"
11,-34.2764,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -5.35787 1.22685 4.85096, -4.51267 1.50000 4.84949"
11,-35.2222,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70882 0.28271 5.32398, -3.51850 0.82911 7.40635, -4.51267 1.50000 4.84949"
11,-36.5974,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -2.31287 0.44515 5.28901, -3.30935 0.92298 7.40635, -4.51267 1.50000 4.84949"
11,-38.9618,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.30862 0.28984 4.85602, -2.70882 0.28271 4.85501, -4.51267 1.50000 4.84949"
11,-39.5952,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -3.78754 3.02001 4.85180, -4.51267 1.50000 4.84949"
11,-39.9011,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70882 0.28271 4.85558, -5.35787 1.20556 4.85096, -4.51267 1.50000 4.84949"
11,-40.6967,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70683 0.28199 4.85536, -4.51267 1.50000 4.84949"
11,-40.7882,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29393 0.33849 4.85563, -4.51267 1.50000 4.84949"
11,-41.0858,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30882 0.30592 5.20241, -3.32906 0.85870 7.40635, -4.51267 1.50000 4.84949"
11,-42.3818,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.35787 1.17485 5.54804, -4.51267 1.50000 4.84949"
11,-42.4321,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.35787 1.16695 4.08288, -4.51267 1.50000 4.84949"
11,-43.4216,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29639 0.49788 4.88943, -4.51267 1.50000 4.84949"
11,-43.6182,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.27949 0.35706 4.89932, -2.28426 0.34243 4.89901, -4.51267 1.50000 4.84949"
11,-43.7389,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.85534, -4.51267 1.50000 4.84949"
11,-44.7781,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -2.74303 0.09976 5.49493, -3.50003 0.69875 7.40635, -4.51267 1.50000 4.84949"
11,-45.1451,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30367 0.50988 5.83312, -3.14512 0.88704 7.40635, -4.51267 1.50000 4.84949"
11,-45.4159,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -4.64445 0.89924 7.40635, -5.65853 1.18129 6.20592, -4.51267 1.50000 4.84949"
11,-45.4609,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.35641 1.76629 4.85088, -4.51267 1.50000 4.84949"
11,-45.6627,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.78615 0.14068 5.34367, -2.79720 0.13187 5.37323, -3.55706 0.73788 7.40635, -4.51267 1.50000 4.84949"
11,-46.0472,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28346 0.40161 4.80486, -4.51267 1.50000 4.84949"
11,-47.1949,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.31985, -3.51829 0.82931 7.40635, -4.51267 1.50000 4.84949"
11,-47.2131,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.30862 0.28960 4.85602, -2.70683 0.28199 4.85501, -4.51267 1.50000 4.84949"
11,-47.7494,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.31408 0.45610 5.29855, -3.30755 0.92781 7.40635, -4.51267 1.50000 4.84949"
11,-47.8383,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.70882 0.28271 5.10555, -4.64867 0.85928 7.40635, -5.65853 1.15943 6.20858, -4.51267 1.50000 4.84949"
11,-47.8825,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.27678 0.35749 4.76162, -2.28156 0.34356 4.76213, -4.51267 1.50000 4.84949"
11,-47.9083,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.34616 1.16750 4.07995, -4.51267 1.50000 4.84949"
11,-47.947,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.34616 1.17553 5.55096, -4.51267 1.50000 4.84949"
11,-48.0113,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30083 0.11659 4.85552, -4.51267 1.50000 4.84949"
11,-48.1653,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29414 0.33828 5.23356, -3.31332 0.87197 7.40635, -4.51267 1.50000 4.84949"
11,-48.2656,Tx-R-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30974 0.17643 5.24281, -2.42410 0.09976 5.48786, -3.31943 0.70001 7.40635, -4.51267 1.50000 4.84949"
11,-48.7524,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30713 0.39761 5.24636, -3.31712 0.90243 7.40635, -4.51267 1.50000 4.84949"
11,-48.8076,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30971 0.18093 5.24061, -2.43042 0.09976 5.49938, -3.31997 0.69795 7.40635, -4.51267 1.50000 4.84949"
11,-49.024,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -5.39706 0.76558 5.48670, -5.65853 0.90203 6.31840, -5.31650 1.08052 7.40635, -4.51267 1.50000 4.84949"
11,-49.0278,Tx-R-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.31058 0.19951 5.23151, -2.45702 0.09976 5.54617, -3.32273 0.68946 7.40635, -4.51267 1.50000 4.84949"
11,-49.5355,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.90726 0.13187 5.34367, -4.64738 0.74276 7.40635, -5.65853 1.09773 6.20776, -4.51267 1.50000 4.84949"
11,-49.5599,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30831 0.30600 4.85616, -5.35787 1.24089 4.85094, -4.51267 1.50000 4.84949"
11,-49.6128,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.70683 0.24470 5.29550, -2.87623 0.09976 5.73335, -3.52347 0.65358 7.40635, -4.51267 1.50000 4.84949"
11,-49.7075,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.34762 1.17216 5.54950, -5.35787 1.17609 5.54111, -4.51267 1.50000 4.84949"
11,-50.2272,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.34762 1.16437 4.08142, -5.35787 1.16839 4.09062, -4.51267 1.50000 4.84949"
11,-50.4379,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.28873 0.46454 3.81464, -3.58785 1.06941 7.40635, -4.51267 1.50000 4.84949"
11,-50.6597,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28870 0.43651 4.78920, -4.51267 1.50000 4.84949"
11,-50.69,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30862 0.28984 4.85618, -2.70882 0.28271 4.85553, -5.35787 1.20556 4.85095, -4.51267 1.50000 4.84949"
11,-50.71,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.34616 0.96197 4.85112, -4.51267 1.50000 4.84949"
11,-50.9759,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.34762 0.96343 4.85114, -5.35787 0.96986 4.85112, -4.51267 1.50000 4.84949"
11,-51.226,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.28101 0.37057 4.78369, -2.29101 0.33971 4.78452, -4.51267 1.50000 4.84949"
11,-51.6712,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.35641 1.17480 5.54950, -4.51267 1.50000 4.84949"
12,-17.5902,Tx-Rx,2,"-2.48996 0.30000 4.85594, -4.44500 1.50000 5.34038"
12,-28.019,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -2.30278 0.40974 4.90766, -4.44500 1.50000 5.34038"
12,-28.5867,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70882 0.28271 4.90140, -4.44500 1.50000 5.34038"
12,-31.218,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -3.57006 0.96297 7.40635, -4.44500 1.50000 5.34038"
12,-33.6857,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30836 0.30599 4.88989, -4.44500 1.50000 5.34038"
12,-34.3466,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -5.35787 1.21026 5.22341, -4.44500 1.50000 5.34038"
12,-35.4952,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70882 0.28271 5.28908, -3.58756 0.89882 7.40635, -4.44500 1.50000 5.34038"
12,-36.9469,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -2.31335 0.44822 5.25958, -3.39962 0.98420 7.40635, -4.44500 1.50000 5.34038"
12,-37.1873,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30273 0.40802 4.90741, -4.44500 1.50000 5.34038"
12,-38.4818,Tx-R-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.96955 0.13187 5.36117, -4.91094 0.81248 7.40635, -5.65853 1.07457 6.61879, -4.44500 1.50000 5.34038"
12,-38.6685,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.30867 0.28984 4.88901, -2.70882 0.28271 4.96068, -4.44500 1.50000 5.34038"
12,-38.9413,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -4.91094 0.96297 7.40635, -5.65853 1.16769 6.61879, -4.44500 1.50000 5.34038"
12,-39.5719,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -3.74414 3.02001 5.16671, -4.44500 1.50000 5.34038"
12,-39.7631,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70882 0.28271 4.88264, -5.35787 1.18803 5.22307, -4.44500 1.50000 5.34038"
12,-39.8966,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.35787 1.21078 5.54804, -5.35154 1.21279 5.54950, -4.44500 1.50000 5.34038"
12,-40.1789,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70683 0.28199 4.90099, -4.44500 1.50000 5.34038"
12,-40.4025,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29395 0.33847 4.89270, -4.44500 1.50000 5.34038"
12,-40.6637,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28345 0.40241 4.80487, -4.44500 1.50000 5.34038"
12,-41.6454,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.70882 0.28271 5.07835, -4.91458 0.92766 7.40635, -5.65853 1.14518 6.62117, -4.44500 1.50000 5.34038"
12,-41.8549,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30879 0.30592 5.17614, -3.41773 0.92579 7.40635, -4.44500 1.50000 5.34038"
12,-42.1945,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.35787 1.21093 5.54804, -4.44500 1.50000 5.34038"
12,-42.2473,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.35787 1.08784 4.08288, -4.44500 1.50000 5.34038"
12,-42.6074,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30098 0.49869 4.94164, -4.44500 1.50000 5.34038"
12,-43.4612,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.95461 0.13187 5.34367, -4.91178 0.81539 7.40635, -5.65853 1.07619 6.61934, -4.44500 1.50000 5.34038"
12,-43.6144,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -3.00532 0.13187 5.40289, -4.90899 0.80543 7.40635, -5.65853 1.07063 6.61752, -4.44500 1.50000 5.34038"
12,-43.9454,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.90195, -4.44500 1.50000 5.34038"
12,-45.485,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30266 0.41499 4.90172, -4.44500 1.50000 5.34038"
12,-45.9322,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.35641 1.76629 5.23005, -4.44500 1.50000 5.34038"
12,-46.1915,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29598 0.37679 4.92773, -4.44500 1.50000 5.34038"
12,-46.5048,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.34616 1.21267 5.55096, -4.44500 1.50000 5.34038"
12,-46.5867,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.30867 0.28960 4.88901, -2.70683 0.28199 4.96032, -4.44500 1.50000 5.34038"
12,-46.6648,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -2.73456 0.09976 5.43352, -3.57006 0.78374 7.40635, -4.44500 1.50000 5.34038"
12,-46.7122,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.28525, -3.58736 0.89902 7.40635, -4.44500 1.50000 5.34038"
12,-47.3549,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30366 0.52845 5.83314, -3.22936 0.94845 7.40635, -4.44500 1.50000 5.34038"
12,-47.4358,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.34616 1.08766 4.07995, -4.44500 1.50000 5.34038"
12,-47.6078,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30887 0.28983 5.02713, -2.70882 0.28271 5.40246, -4.75869 0.88208 7.40635, -5.65853 1.14518 6.52669, -4.44500 1.50000 5.34038"
12,-47.8646,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.31433 0.45681 5.26606, -3.39849 0.98762 7.40635, -4.44500 1.50000 5.34038"
12,-48.0297,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30235 0.40877 4.89473, -5.35787 1.24898 5.23786, -4.44500 1.50000 5.34038"
12,-48.2065,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30084 0.11660 4.90145, -4.44500 1.50000 5.34038"
12,-48.6443,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29412 0.33830 5.20497, -3.40369 0.93758 7.40635, -4.44500 1.50000 5.34038"
12,-48.7117,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30857 0.30596 5.02793, -4.75073 0.94495 7.40635, -5.65853 1.18248 6.52224, -4.44500 1.50000 5.34038"
12,-48.7584,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30281 0.41087 4.90764, -4.44500 1.50000 5.34038"
12,-49.1975,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30724 0.39771 5.21714, -3.40708 0.96482 7.40635, -4.44500 1.50000 5.34038"
12,-49.5703,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30834 0.30600 4.87682, -5.35787 1.22492 5.23358, -4.44500 1.50000 5.34038"
12,-49.7821,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28604 0.41641 4.79717, -4.44500 1.50000 5.34038"
12,-49.9137,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.34762 0.96343 5.21111, -5.35787 0.96939 5.21255, -4.44500 1.50000 5.34038"
12,-50.019,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.34616 0.96197 5.21268, -4.44500 1.50000 5.34038"
12,-50.2183,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.28798 0.33608 3.87440, -2.28518 0.34709 3.81558, -3.65618 1.07893 7.40635, -4.44500 1.50000 5.34038"
12,-50.2318,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70610 0.24568 5.14000, -2.29268 0.57908 5.81694, -4.44500 1.50000 5.34038"
12,-50.4006,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.28873 0.47597 3.81462, -3.65762 1.12607 7.40635, -4.44500 1.50000 5.34038"
13,-17.5269,Tx-Rx,2,"-2.48996 0.30000 4.85594, -4.21908 1.50000 5.78323"
13,-27.5928,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30444 0.41732 4.95334, -4.21908 1.50000 5.78323"
13,-28.3202,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70882 0.28271 4.95022, -4.21908 1.50000 5.78323"
13,-28.8562,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28387 0.39997 4.80369, -4.21908 1.50000 5.78323"
13,-30.9062,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -3.54661 1.03331 7.40635, -4.21908 1.50000 5.78323"
13,-32.6745,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28343 0.40569 4.80491, -4.21908 1.50000 5.78323"
13,-33.2222,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30841 0.30598 4.92563, -4.21908 1.50000 5.78323"
13,-33.3626,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28679 0.39765 4.79648, -4.21908 1.50000 5.78323"
13,-34.6766,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -5.35787 1.15893 5.51968, -4.21908 1.50000 5.78323"
13,-35.6988,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70882 0.28271 5.28028, -3.56525 0.97301 7.40635, -4.21908 1.50000 5.78323"
13,-35.7156,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -5.30588 1.03331 7.40635, -5.65853 1.12515 7.08696, -4.21908 1.50000 5.78323"
13,-36.8494,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.31417 0.45482 5.25612, -3.39968 1.05041 7.40635, -4.21908 1.50000 5.78323"
13,-36.9376,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.70882 0.24398 5.05003, -3.04126 0.13187 5.35144, -5.30775 0.89624 7.40635, -5.65853 1.01455 7.08831, -4.21908 1.50000 5.78323"
13,-37.3363,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30401 0.40553 4.94968, -4.21908 1.50000 5.78323"
13,-37.6955,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.30872 0.28983 4.92327, -2.70882 0.28271 5.07034, -4.21908 1.50000 5.78323"
13,-38.5097,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70683 0.28199 4.94939, -4.21908 1.50000 5.78323"
13,-39.1454,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29397 0.33845 4.93176, -4.21908 1.50000 5.78323"
13,-39.5143,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70882 0.28271 4.90444, -5.35787 1.13403 5.51903, -4.21908 1.50000 5.78323"
13,-39.781,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -3.59921 3.02001 5.45081, -4.21908 1.50000 5.78323"
13,-40.2582,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30596 0.49956 4.99826, -4.21908 1.50000 5.78323"
13,-40.3775,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.34616 1.16239 5.55096, -4.21908 1.50000 5.78323"
13,-41.652,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -3.08272 0.13187 5.40289, -5.30090 0.88768 7.40635, -5.65853 1.00953 7.08334, -4.21908 1.50000 5.78323"
13,-42.3723,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30877 0.30592 5.16851, -3.41600 0.99802 7.40635, -4.21908 1.50000 5.78323"
13,-43.4681,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.35787 1.01049 4.08288, -4.21908 1.50000 5.78323"
13,-43.5738,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -3.02448 0.13187 5.34367, -5.30413 0.89752 7.40635, -5.65853 1.01655 7.08568, -4.21908 1.50000 5.78323"
13,-44.4475,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -2.35238 0.09976 4.94208, -2.30835 0.16384 4.96964, -4.21908 1.50000 5.78323"
13,-44.7009,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.30872 0.28960 4.92327, -2.70683 0.28199 5.06961, -4.21908 1.50000 5.78323"
13,-44.8346,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -2.32911 0.09976 4.94585, -2.30302 0.13225 4.96043, -4.21908 1.50000 5.78323"
13,-44.9625,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.27655, -3.56504 0.97322 7.40635, -4.21908 1.50000 5.78323"
13,-44.9664,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.95136, -4.21908 1.50000 5.78323"
13,-45.0118,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29964 0.38345 4.97303, -4.21908 1.50000 5.78323"
13,-45.1276,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.34616 1.16473 5.59060, -4.21908 1.50000 5.78323"
13,-45.6362,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.33631 0.09976 4.94463, -2.30429 0.14149 4.96312, -4.21908 1.50000 5.78323"
13,-45.7521,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30705 0.39962 5.05014, -5.14382 1.05117 7.40635, -5.65853 1.16939 6.97883, -4.21908 1.50000 5.78323"
13,-46.16,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30884 0.28983 5.00421, -2.70882 0.28271 5.32920, -5.17268 0.96604 7.40635, -5.65853 1.10079 6.99676, -4.21908 1.50000 5.78323"
13,-46.1897,Tx-R-R-R-Rx,5,"-2.48996 0.30000 4.85594, -3.06649 0.09976 5.37811, -5.30588 0.87756 7.40635, -5.65853 1.00004 7.08696, -4.21908 1.50000 5.78323"
13,-46.9073,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.31440 0.45700 5.25731, -3.39952 1.05121 7.40635, -4.21908 1.50000 5.78323"
13,-47.2637,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29125 0.37474 4.76247, -4.21908 1.50000 5.78323"
13,-47.2731,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.35641 1.76629 5.53638, -4.21908 1.50000 5.78323"
13,-47.2906,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30853 0.30596 5.00482, -5.16642 1.01845 7.40635, -5.65853 1.14114 6.99282, -4.21908 1.50000 5.78323"
13,-47.4106,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.34762 0.96343 5.50337, -5.35787 0.96822 5.50586, -4.21908 1.50000 5.78323"
13,-48.0203,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.34616 0.96197 5.50623, -4.21908 1.50000 5.78323"
13,-48.0401,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.34762 1.05156 5.59206, -5.65853 1.13122 5.62602, -4.21908 1.50000 5.78323"
13,-48.0929,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30365 0.55250 5.83316, -3.24641 1.01885 7.40635, -4.21908 1.50000 5.78323"
